完成部番,前工程1,前工程2,前工程3,前工程4,前工程5,前工程6,前工程7,前工程8,前工程9,前工程10
NC-631-514QA30,SKD8B2940,SKD11029082,,,,,,,,
NC-631-514QA34,SKD8B2940,SKD11029082,,,,,,,,
NC-631-514QA38,SKD8B2940,SKD11029082,,,,,,,,
NC-631-51530,SKD8B2148,SKD11021082,,,,,,,,
NC-631-516G30,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516GL30,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516H30,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516HL30,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516I30,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516IL30,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516JA30,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516JA34,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516JA38,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516KA30,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516KA34,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516KA38,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516LA30,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516LA34,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516LA38,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516MA30,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516MA34,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516MA38,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516NA30,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516NA34,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516NA38,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516PA30,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516PA34,SKD8B4040,SKD11040082,,,,,,,,
NC-631-516PA38,SKD8B4040,SKD11040082,,,,,,,,
NC-631-51730,SKD8B2940,SKD11029082,,,,,,,,
NC-631-517AA30,SKD8B2940,SKD11029082,,,,,,,,
NC-631-51830,SKD8B2950,SKD11029082,,,,,,,,
NC-631-51930,SKD8B2940,SKD11029082,,,,,,,,
NC-631-52030,SKD8B2944,SKD11029082,,,,,,,,
NC-631-520AA30,SKD8B2944,SKD11029082,,,,,,,,
NC-631-52130,SKD8B2144,SKD11021082,,,,,,,,
NC-631-631B30,SKD6G2795,SKD11027067,,,,,,,,
NC-631-631BL30,SKD6G2795,SKD11027067,,,,,,,,
NC-631-633B30,SKD6G2250,SKD11022067,,,,,,,,
NC-631-634B30,SKD6G2795,SKD11027067,,,,,,,,
NC-631-65126,SKD135018,,,,,,,,,
NC-631-651L26,SKD135018,,,,,,,,,
NC-631-65226,SKD135018,,,,,,,,,
NC-631-652L26,SKD135018,,,,,,,,,
NC-65-566BY,SKD8E4053,SKD11040085,,,,,,,,
NC-710-519B,S6H3856,SUJ3038068,,,,,,,,
NC-710-521B,S6H3838,SUJ3038068,,,,,,,,
NC-714-514AA34,SKD161625,,,,,,,,,
NC-73-518AS,LIM-DY1,LIM-MY1,SKD6G2531,SKD11025067,,,,,,
NC-742-511,SKD6G2720,SKD11027067,,,,,,,,
NC-742-511B,SKD6G2720,SKD11027067,,,,,,,,
NC-742-51230S2,SKD7Z3040,SKD11030070,,,,,,,,
NC-748-515AA30,SKD7Z3040,SKD11030070,,,,,,,,
NC-748-525AA,SKD6G2720,SKD11027067,,,,,,,,
NC-748-611AA30,SKD8E5048,SKD11050085,,,,,,,,
NC-748-651AA30,SKD8E5018,SKD11050085,,,,,,,,
NC-753-651AA,SKD6G1565,SKD11015067,,,,,,,,
NC-753-651BA,SKD6G1565,SKD11015067,,,,,,,,
NC-790-511S2,SKD6G2720,SKD11027067,,,,,,,,
NC-790-51230S2,SKD7Z3025,SKD11030070,,,,,,,,
NC-790-611F30S2,SKD5E3050,SKD11030055,,,,,,,,
NC-790-611H30S2,SKD5E3050,SKD11030055,,,,,,,,
NC-850-511B,RSY-DY1B,,,,,,,,,
NC-881-517A,SKD11029082,,,,,,,,,
NC-882-552AA36,SKD6G1535,SKD11015067,,,,,,,,
NC-888-621AA,SKD6G5020,SKD11050067,,,,,,,,
NC-959-543AA30,SKD5E2235,SKD11022055,,,,,,,,
NC-959-543AA34,SKD5E2235,SKD11022055,,,,,,,,
NC-959-543AB30,SKD5E2235,SKD11022055,,,,,,,,
NC-959-543AB34,SKD5E2235,SKD11022055,,,,,,,,
NC-95B-55118S2,SKD6G2524,SKD11025067,,,,,,,,
NC-95B-55124S2,SKD6G2524,SKD11025067,,,,,,,,
NC-960-511BA34,SKD6G2527,SKD11025067,,,,,,,,
NC-960-558BA30,SKD6G2545,SKD11025067,,,,,,,,
NC-960-558CA30,SKD6G2545,SKD11025067,,,,,,,,
NC-960-566BB26,SKD8B2932,SKD11029082,,,,,,,,
NC-960-566BB30,SKD8B2932,SKD11029082,,,,,,,,
NC-960-566BB34,SKD8B2932,SKD11029082,,,,,,,,
NC-960-566CB30,SKD8B2940,SKD11029082,,,,,,,,
NC-960-566CB34,SKD8B2940,SKD11029082,,,,,,,,
NC-972-651AB26,SKD8E5018,SKD11050085,,,,,,,,
NC-972-671AB26,SKD8E5018,SKD11050085,,,,,,,,
NC-976-511EA30,SKD6G2527,SKD11025067,,,,,,,,
NC-976-512BA30,SKD6G2532,SKD11025067,,,,,,,,
NC-B336-541AA34,SKD6G1862,SKD11018067,,,,,,,,
NC-B336-541AA38,SKD11018067,,,,,,,,,
NC-SPL-1123A,SKD7Z3040,SKD11030070,,,,,,,,
NEC72-DX2AA30,S5F3822,SUJ3038056-44,,,,,,,,
NEC72-DY1C30,NEC72-MY1C30,S6H3825,SUJ3038068,,,,,,,
NEC72-DY2A30,NEC72-MY2A30,S6H2315P,SUJ3032068,,,,,,,
NEC72-DY2BA30,NEC72-MY2BA30,S6H2315P,SUJ3032068,,,,,,,
NEC72-MB3A30,S6H3828,SUJ3038068,,,,,,,,
NEC72-MC2A30,S6H3822,SUJ3038068,,,,,,,,
NEC72-MT930,S161655,SUJ3019019,,,,,,,,
NLEC72-DC1CA30,NLEC72-MC1CA30,S6H3416P,SUJ3038068,,,,,,,
NLEC72-DC2A30,NLEC72-MC2A30,S6H3822,SUJ3038068,,,,,,,
NLEC72-DC2CA30,NLEC72-MC2CA30,S6H2630P,SUJ3038068,,,,,,,
NLEC72-DX0AA30,NLEC72-MX0AA30,S6H3818,SUJ3038068,,,,,,,
NLEC72-DX1AA30,NLEC72-MX1AA30,S6H3822,SUJ3038068,,,,,,,
NLEC72-MC3A30,S6H3828,SUJ3038068,,,,,,,,
NRFI-MB1AA26,SKD6G3532,SKD11035067,,,,,,,,
NRFI-MY1AA38,SKD8E3030,SKD11030085,,,,,,,,
NRFI-MY3AA38,SKD8E3030,SKD11030085,,,,,,,,
NRFI-MY4AA38,SKD8E3030,SKD11030085,,,,,,,,
NRFI-MY5AA38,SKD7Z3027,SKD11030070,,,,,,,,
NY2-MB4AA36,SKD6G1584,SKD11015067,,,,,,,,
NY2-MB4BA36,SKD6G1542,SKD11015067,,,,,,,,
NY2-MX1AA30,SKD6G1565,SKD11015067,,,,,,,,
NY2-MX1AA33,SKD6G1552,SKD11015067,,,,,,,,
NY2-MX1AA36,SKD6G1556,SKD11015067,,,,,,,,
NY2-MY6AA36,SKD6G1556,SKD11015067,,,,,,,,
NY2RD4-MY1AA33,SKD6E3525,SKD11035065,,,,,,,,
NY2RD4-MY2AA33,SKD6G3532,SKD11035067,,,,,,,,
NY2RD4-MY2AA36,SKD6G3535,SKD11035067,,,,,,,,
NY2RD4-MZ5AA36,SKD6G1556,SKD11015067,,,,,,,,
NY6-MB2AA33,SKD6G2550,SKD11025067,,,,,,,,
NY6-MB2AA36,SKD6G2545,SKD11025067,,,,,,,,
NY6-MB3AA36,SKD6G2560,SKD11025067,,,,,,,,
NY6-MB4AA36,SKD6G1593,SKD11015067,,,,,,,,
NY6-MB4BA33,SKD6G1552,SKD11015067,,,,,,,,
NY6-MB4BA36,SKD6G1552,SKD11015067,,,,,,,,
NY6-MX1AA33,SKD6G1570,SKD11015067,,,,,,,,
NY6-MX1AA36,SKD6G1565,SKD11015067,,,,,,,,
NY6-MY2AA33,SKD6G2545,SKD11025067,,,,,,,,
NY6-MY2AA36,SKD6G2538,SKD11025067,,,,,,,,
NY6-MY3AA36,SKD6G2565,SKD11025067,,,,,,,,
NY6-MY3AB36,SKD6G2565,SKD11025067,,,,,,,,
NY6-MY6AA33,SKD6G1570,SKD11015067,,,,,,,,
NY6-MY6AA36,SKD6G1565,SKD11015067,,,,,,,,
NY6RD4-MY1AA36,SKD6E3525,SKD11035065,,,,,,,,
NY6RD4-MY2AA36,SKD6G3540,SKD11035067,,,,,,,,
NY6RD4-MY7AA36,SKD6E3562,SKD11035065,,,,,,,,
NY6RD4-MZ5AA33,SKD6G1575,SKD11015067,,,,,,,,
NY6RD4-MZ5AA36,SKD6G1565,SKD11015067,,,,,,,,
NYRD-MY2AA33,SKD6G4740,SKD11047067,,,,,,,,
NYRD-MY7AA33,SKD6G1552,SKD11015067,,,,,,,,
PJE-MB3AA44,SKD6G5040,SKD11050067,,,,,,,,
PJE-MV1AA44,SKD7Z3020,SKD11030070,,,,,,,,
PJE-MW1AA44,SKD7Z3025,SKD11030070,,,,,,,,
PJE-MW3AA44,SKD7B3245,SKD11032072,,,,,,,,
PJE-MW4AA44,SKD7B3245,SKD11032072,,,,,,,,
PJE-MX1AA44,SKD7B3235,SKD11032072,,,,,,,,
PJE-MX3AA44,SKD7B3235,SKD11032072,,,,,,,,
PJE-MX4AA44,SKD7B3235,SKD11032072,,,,,,,,
PJE-MY2AA44,SKD7B3245,SKD11032072,,,,,,,,
PJE-MY3AA44,SKD7B3245,SKD11032072,,,,,,,,
PJE-MY4AA44,SKD7B3245,SKD11032072,,,,,,,,
PJE-MZ5AA44,SKD6G1575,SKD11015067,,,,,,,,
PL12-MY1AA24,SKD6G2522,SKD11025067,,,,,,,,
PL12-MY2AA24,SKD8B2944,SKD11029082,,,,,,,,
PL12-MY4AA24,SKD6G2770,SKD11027067,,,,,,,,
PL2C-DB230,PL2C-MB230,SKD5Z2240,SKD11022050,,,,,,,
PL2C-DY2,PL2C-MY2,SKD8E4065,SKD11040085,,,,,,,
PL2C-DY6C30,SKD7B3255,SKD11032072,,,,,,,,
PL2C-MB2B,SKD5E2245,SKD11022055,,,,,,,,
PL2C-MD1BA30,SKD6E4099,SKD11040065,,,,,,,,
PL2C-MY1,SKD6G3527,SKD11035067,,,,,,,,
PL2C-MY1C30,SKD7B3255,SKD11032072,,,,,,,,
PL2C-MY226,SKD8E4065,SKD11040085,,,,,,,,
PL2C-MY2B26,SKD8E4065,SKD11040085,,,,,,,,
PL2-DB2,PL2-MB2,SKD5E2225,SKD11022055,,,,,,,
PL2-DH126,PL2-MH126,SKD6G2761,SKD11027067,,,,,,,
PL2-DY1,PL2-MY1,SKD6G2720,SKD11027067,,,,,,,
PL2-DY2,PL2-MY2,SKD7Z3040,SKD11030070,,,,,,,
PL2-DY236,PL2-MY236,SKD7B3240,SKD11032072,,,,,,,
PL2-DY326,PL2-MY2,SKD7Z3040,SKD11030070,,,,,,,
PL2-DY6C30,PL2-MY6C30,SKD7B3255,SKD11032072,,,,,,,
PL3-DB224,PL3-MB224,SKD5E2225,SKD11022055,,,,,,,
PL3-MX1AA24,SKD6G2522,SKD11025067,,,,,,,,
PL3-MX2AA24,SKD8B2944,SKD11029082,,,,,,,,
PL3-MY124,SKD6G2520,SKD11025067,,,,,,,,
PL3-MY224,SKD7Z3045,SKD11030070,,,,,,,,
PLP2B-DB6AA30,PLP2B-MB6AA30,SKD8E5059,SKD11050085,,,,,,,
PLP2B-DX2AA30,PLP2B-MX2AA30,SKD7B3245,SKD11032072,,,,,,,
PLP2B-DX5AA,PLP2B-MX5AA,SKD6G2720,SKD11027067,,,,,,,
PLP2B-MB1AA19,SKD105065,,,,,,,,,
PLP2B-MF1AA19,SKD102545,,,,,,,,,
PLP2B-MY1AA19,SKD6G2726,SKD11027067,,,,,,,,
PLP2B-MY2AA18,SKD7B3245,SKD11032072,,,,,,,,
PLP2B-MY2AA19,SKD7B3250,SKD11032072,,,,,,,,
PLP2B-MY4AA18,SKD7B3270,SKD11032072,,,,,,,,
PLP2B-MY4AA19,SKD7B3270,SKD11032072,,,,,,,,
PLP2-DB2AA60,PLP2-MB2AA60,SKD8E5022,SKD11050085,,,,,,,
PLP-DB1B26,PLP-MB1B26,SKD8E4065,SKD11040085,,,,,,,
PLPFY6-MB1AA30,SKD105046,,,,,,,,,
PLPFY6-MB2AA30,SKD105016,,,,,,,,,
PLPFY6-MY2AA34,SKD7B3240,SKD11032072,,,,,,,,
PLPR-DY2AA,PLPR-MY2AA,SKD8B2940,SKD11029082,,,,,,,
PLPR-DY4AA,PLPR-MY4AA,SKD8B2955,SKD11029082,,,,,,,
PLPR-MF1AA26,SKD105020,,,,,,,,,
PLPR-MX5AA,SKD6G2518,SKD11025067,,,,,,,,
PLPR-MY1AA,SKD6G2518,SKD11025067,,,,,,,,
PLPY-DB1,PLPY-MB1,SKD5E3070,SKD11030055,,,,,,,
PLPY-DB330,PLPY-MB330,,,,,,,,,
PLPY-DB3G30,SKD5E3050,SKD11030055,,,,,,,,
PLPY-DD326,PLPY-MD326,SKD5E3050,SKD11030055,,,,,,,
PLPY-DY3,PLPY-MY3,S8E3240,SUJ3032085,,,,,,,
PLPY-MY530,SKD7Z3098,SKD11030070,,,,,,,,
RDS4-MY2AA32,SKD8E4030,SKD11040085,,,,,,,,
RDS4-MZ5AA30,SKD8B2135,SKD11021082,,,,,,,,
RDS4-MZ5AA32,SKD8B2140,SKD11021082,,,,,,,,
RDS4-MZ5AB30,SKD8B2135,SKD11021082,,,,,,,,
RDS4-MZ5AC30,SKD7B3235,SKD11032072,,,,,,,,
RDS4-MZ5AC32,SKD7B3240,SKD11032072,,,,,,,,
RDS4-MZ5AE32,SKD7B3240,SKD11032072,,,,,,,,
RDS4Y6-MY1BA30,SKD7Z3020,SKD11030070,,,,,,,,
RDS4Y6-MY2AA30,SKD8E4053,SKD11040085,,,,,,,,
RDS4Y6-MZ5AA30,SKD7B3260,SKD11032072,,,,,,,,
RDS4Y6-MZ5AB30,SKD7B3260,SKD11032072,,,,,,,,
RDSY-MY1AA30,SKD6G2218,SKD11022067,,,,,,,,
RDSY-MY2AA30,SKD7Z3045,SKD11030070,,,,,,,,
RDSY-MY2AC26,SKD8B2944,SKD11029082,,,,,,,,
RDSY-MY2AC30,SKD7Z3045,SKD11030070,,,,,,,,
RDSY-MY6BA30,SKD7Z3054,SKD11030070,,,,,,,,
RDSY-MZ5AA26,SKD8B2155,SKD11021082,,,,,,,,
RE-603-53130,3S-DY1,3S-MY1,SKD6G2532,SKD11025067,,,,,,
RE-603-53130-F,3S-DY1,3S-MY1,SKD6G2532,SKD11025067,,,,,,
RE-8.2X21X25,SKD8B2125,SKD11021082,,,,,,,,
RE-8.2X21X40,SKD8B2140,SKD11021082,,,,,,,,
RE-S3.2RE-MB1AA30,S3.2RE-MB1AA30,SKD8E4040,SKD11040085,,,,,,,
RE-SPL-17.19,SPS-17A,HT-SPS-17A,MA-SPS-17A,,,,,,,
RS2Y-DY226,RS2Y-MY226,SKD8B2140,SKD11021082,,,,,,,
RSCYME-MX1AA,SKD6G2220,SKD11022067,,,,,,,,
RSCYME-MY1AA,SKD6G2220,SKD11022067,,,,,,,,
RSCYME-MY4AA34,SKD8B2144,SKD11021082,,,,,,,,
RS-DB2,RS-MB2,S5F3822,SUJ3038056-44,,,,,,,
RSFY3RE-MY4AA30,SKD8B2938,SKD11029082,,,,,,,,
RSFY3RE-MY4AB30,SKD8B2938,SKD11029082,,,,,,,,
RSFY3RE-MY4AB34,SKD8B2938,SKD11029082,,,,,,,,
RSFY4RE-MY1BA,SKD6G2518,SKD11025067,,,,,,,,
RSFY4RE-MY1BA-TEMP,SKD6G2518,SKD11025067,,,,,,,,
RSFY4RE-MY4AA30,SKD8B2944,SKD11029082,,,,,,,,
RSFY4RE-MY4AA34,SKD8B2944,SKD11029082,,,,,,,,
RSFY4RE-MY4AB30,SKD8B2944,SKD11029082,,,,,,,,
RSFY4RE-MY4AB30-XDF-TEMP,SKD8B2944,SKD11029082,,,,,,,,
RSFY6-MB1AA34,SKD6G4765,SKD11047067,,,,,,,,
RSFY6RE-MV1AA,SKD6G2518,SKD11025067,,,,,,,,
RSFY6RE-MY4AA30,SKD8B2955,SKD11029082,,,,,,,,
RSFY6RE-MY4AA34,SKD8B2955,SKD11029082,,,,,,,,
RSFY6RE-MY4AB30,SKD8E3053,SKD1103085,,,,,,,,
RSFY6RE-MY4AB34,SKD8E3053,SKD1103085,,,,,,,,
RS-MY3B30,SKD8B2140,SKD11021082,,,,,,,,
RSY3RE-MB1AA26,SKD6G4744,SKD11047067,,,,,,,,
RSY3RE-MB1AA30,SKD6G4744,SKD11047067,,,,,,,,
RSY3RE-MB1LA30,SKD6G4744,SKD11047067,,,,,,,,
RSY3RE-MV1AA30,SKD6G2218,SKD11022067,,,,,,,,
RSY3RE-MY1AA30,SKD6G2218,SKD11022067,,,,,,,,
RSY3RE-MY2AA30,SKD8B2125,SKD11021082,,,,,,,,
RSY3RE-MY2AB26,SKD8B2125,SKD11021082,,,,,,,,
RSY3RE-MY2AB30,SKD8B2121,SKD11021082,,,,,,,,
RSY3RE-MY2AB34,SKD8B2125,SKD11021082,,,,,,,,
RSY3RE-MY2AB36,SKD8B2125,SKD11021082,,,,,,,,
RSY3RE-MY4AA26,SKD8B2140,SKD11021082,,,,,,,,
RSY3RE-MY4AA30,SKD8B2136,SKD11021082,,,,,,,,
RSY3RE-MY4AA34,SKD8B2135,SKD11021082,,,,,,,,
RSY3RE-MY4AA36,SKD8B2140,SKD11021082,,,,,,,,
RSY3RE-MY5AA26,SKD8B2140,SKD11021082,,,,,,,,
RSY3RE-MY5AA30,SKD8B2140,SKD11021082,,,,,,,,
RSY3RE-MY5AA34,SKD8B2135,SKD11021082,,,,,,,,
RSY3RE-MY5AA36,SKD8B2140,SKD11021082,,,,,,,,
RSY6B-MB1AA26,SKD6E4070,SKD11040065,,,,,,,,
RSY6B-MV1AA,SKD6G2218,SKD11022067,,,,,,,,
RSY6B-MY1AA,SKD6G2519,SKD11025067,,,,,,,,
RSY6B-MY1BA,SKD6G2218,SKD11022067,,,,,,,,
RSY6B-MY2AA34,SKD8B2944,SKD11029082,,,,,,,,
RSY6B-MY2BB26,SKD8B2148,SKD11021082,,,,,,,,
RSY6B-MY2BB30,SKD8B2140,SKD11021082,,,,,,,,
RSY6B-MY2BB32,SKD8B2148,SKD11021082,,,,,,,,
RSY6B-MY2BB34,SKD8B2144,SKD11021082,,,,,,,,
RSY6B-MY5AA30,SKD8B2960,SKD11029082,,,,,,,,
RSY6B-MY5AA34,SKD8B2960,SKD11029082,,,,,,,,
RSY6B-MY5AB30,SKD8B2160,SKD11021082,,,,,,,,
RSY6B-MY5AB32,SKD8B2165,SKD11021082,,,,,,,,
RSY6B-MY5AB34,SKD8B2160,SKD11021082,,,,,,,,
RSY6-DY2AA30,RSY6-MY2AA30,SKD8B2944,SKD11029082,,,,,,,
RSY6-DY3AA30,RSY6-MY3AA30,SKD8B2144,SKD11021082,,,,,,,
RSY6-DY4AA30,RSY6-MY4AA30,SKD8B2160,SKD11021082,,,,,,,
RSY6-DY5AA30,RSY6-MY5AA30,SKD8B2160,SKD11021082,,,,,,,
RSY6-MB1AA30,SKD6E4070,SKD11040065,,,,,,,,
RSY6-MB1AA32,SKD6G3575,SKD11035067,,,,,,,,
RSY6-MB2AA30,SKD5E3545,SKD11035055,,,,,,,,
RSY6ME-MX1BA,SKD6G2218,SKD11022067,,,,,,,,
RSY6ME-MY1AA,SKD6G2218,SKD11022067,,,,,,,,
RSY6ME-MY4AA34,SKD8B2144,SKD11021082,,,,,,,,
RSY6-MY2AA32,SKD8B2148,SKD11021082,,,,,,,,
RSY6-MY2AA34,SKD8B2144,SKD11021082,,,,,,,,
RSY6-MY3AA32,SKD8B2148,SKD11021082,,,,,,,,
RSY6-MY4AA32,SKD8B2165,SKD11021082,,,,,,,,
RSY6RE-MB1AA26,SKD6G3575,SKD11035067,,,,,,,,
RSY6RE-MB1AA30,SKD6G3575,SKD11035067,,,,,,,,
RSY6RE-MB1AA32,SKD6G3575,SKD11035067,,,,,,,,
RSY6RE-MB2AA30,SKD6G3540,SKD11035067,,,,,,,,
RSY6RE-MB2AA32,SKD6G3540,SKD11035067,,,,,,,,
RSY6RE-MY2AA26,SKD8B2155,SKD11021082,,,,,,,,
RSY6RE-MY2AA30,SKD8B2944,SKD11029082,,,,,,,,
RSY6RE-MY2AA32,SKD8B2155,SKD11021082,,,,,,,,
RSY6RE-MY2AB26,SKD8B2155,SKD11021082,,,,,,,,
RSY6RE-MY2CA34,SKD8B2944,SKD11029082,,,,,,,,
RSY6RE-MY3AA30,SKD8B2144,SKD11021082,,,,,,,,
RSY6RE-MY3AA34,SKD8B2144,SKD11021082,,,,,,,,
RSY6RE-MY4AA26,SKD8B2165,SKD11021082,,,,,,,,
RSY6RE-MY4AA30,SKD8B2160,SKD11021082,,,,,,,,
RSY6RE-MY4AA32,SKD8B2165,SKD11021082,,,,,,,,
RSY6RE-MY4AA34,SKD8B2160,SKD11021082,,,,,,,,
RSY6RE-MY4AB26,SKD8B2165,SKD11021082,,,,,,,,
RSY6RE-MY5AA30,SKD8B2960,SKD11029082,,,,,,,,
RSY6RE-MY5AA32,SKD8B2165,SKD11021082,,,,,,,,
RSY6RE-MY5AA34,SKD8B2960,SKD11029082,,,,,,,,
RSYB-MY2AA30,SKD8B2940,SKD11029082,,,,,,,,
RSYB-MY2AA32,SKD8B2140,SKD11021082,,,,,,,,
RSYB-MY2AA36,SKD8B2148,SKD11021082,,,,,,,,
RSYB-MY2AB30,SKD8B2140,SKD11021082,,,,,,,,
RSYB-MY3AA30,SKD8B2140,SKD11021082,,,,,,,,
RSYB-MY3AA38,SKD8B2155,SKD11021082,,,,,,,,
RSYB-MY5AA30,SKD8B2955,SKD11029082,,,,,,,,
RSYB-MY5AA36,SKD8B2165,SKD11021082,,,,,,,,
RSYB-MY5AA38,SKD8B2970,SKD11029082,,,,,,,,
RSYB-MY5AB26,SKD8B2155,SKD11021082,,,,,,,,
RSYB-MY5AB30,SKD8B2155,SKD11021082,,,,,,,,
RSY-DB130,RSY-MB130,S5F3060,SUJ3030056,,,,,,,
RSY-DB134,RSY-MB134,S5F3070,SUJ3030056,,,,,,,
RSY-DB1BA34,RSY-MB1BA34,SKD6E4075,SKD11040065,,,,,,,
RSY-DB1C26,RSY-MB1C26,S5F3070,SUJ3030056,,,,,,,
RSY-DB238,RSY-MB238,S5F4525,SUJ3045056,,,,,,,
RSY-DV1,RSY-MV1,SKD6G2519,SKD11025067,,,,,,,
RSY-DY226,RSY-MY226,SKD8B2948,SKD11029082,,,,,,,
RSY-DY230,RSY-MY230,SKD8B2940,SKD11029082,,,,,,,
RSY-DY2AA26,RSY-MY2AA26,SKD8B2148,SKD11021082,,,,,,,
RSY-DY326,RSY-MY326,SKD8B2948,SKD11029082,,,,,,,
RSY-DY330,RSY-MY330,,,,,,,,,
RSY-DY430,RSY-MY430,SKD8B2155,SKD11021082,,,,,,,
RSY-DY434,RSY-MY434,SKD8B2160,SKD11021082,,,,,,,
RSY-DY530,RSY-MY530,SKD8B2955,SKD11029082,,,,,,,
RSY-DY534,RSY-MY534,SKD8B2960,SKD11029082,,,,,,,
RSY-MB1BA38,SKD6E4075,SKD11040065,,,,,,,,
RSY-MB2BA34,SKD5E3545,SKD11035055,,,,,,,,
RSY-MY1AA,SKD6G2220,SKD11022067,,,,,,,,
RSY-MY1B,SKD6G2220,SKD11022067,,,,,,,,
RSY-MY2BA36,SKD8B2940,SKD11029082,,,,,,,,
RSY-MY338,SKD8B2155,SKD11021082,,,,,,,,
RSY-MY3AA34,SKD8B2144,SKD11021082,,,,,,,,
RSY-MY3BA36,SKD8B2148,SKD11021082,,,,,,,,
RSY-MY438,SKD8B2165,SKD11021082,,,,,,,,
RSY-MY4AA32,SKD8B2155,SKD11021082,,,,,,,,
RSY-MY4AA36,SKD8B2165,SKD11021082,,,,,,,,
RSY-MY4AB32,SKD8B2155,SKD11021082,,,,,,,,
RSYN-DY3BA32,RSYN-MY3BA32,,,,,,,,,
RSYN-DY5AA32,RSYN-MY5AA32,SKD8B2955,SKD11029082,,,,,,,
RSYRE-MB1AA26,SKD6E3562,SKD11035065,,,,,,,,
RSYRE-MY1AA,SKD6G2218,SKD11022067,,,,,,,,
RSYRE-MY1BA,SKD6G2218,SKD11022067,,,,,,,,
RSYRE-MY1DA,SKD6G2218,SKD11022067,,,,,,,,
RSYRE-MY1EA,SKD6G2218,SKD11022067,,,,,,,,
RSYRE-MY1EA-MARUOKA,SKD6G2218,SKD11022067,,,,,,,,
RSYRE-MY1EA-SPOT,SKD6G2218,SKD11022067,,,,,,,,
RSYRE-MY2BA30,SKD8B2940,SKD11029082,,,,,,,,
RSYRE-MY2DA26,SKD8B2140,SKD11021082,,,,,,,,
RSYRE-MY3AA30,SKD8B2140,SKD11021082,,,,,,,,
RSYRE-MY3BA30,SKD8B2140,SKD11021082,,,,,,,,
RSYRE-MY4AA26,SKD8B2155,SKD11021082,,,,,,,,
RSYRE-MY4AA30,SKD8B2155,SKD11021082,,,,,,,,
RSYRE-MY5AA30,SKD8B2955,SKD11029082,,,,,,,,
RSYRE-MY5BA26,SKD8B2155,SKD11021082,,,,,,,,
RSYRE-MY5BA30,SKD8B2955,SKD11029082,,,,,,,,
S1616105,SUJ3019019,,,,,,,,,
S161686,SUJ3016016,,,,,,,,,
S191960,SUJ3019019,,,,,,,,,
S191990,SUJ3019019,,,,,,,,,
S3.2DF-MB1AA30,SKD105038,,,,,,,,,
S3.2DF-MB1AB30,SKD105038,,,,,,,,,
S3.2DF-MB2AA30,SKD105020,,,,,,,,,
S3.2DF-MB3AA30,SKD105016,,,,,,,,,
S3.2DF-MB5AA30,SKD105025,,,,,,,,,
S3.2DF-MB5AA30-TEMP,SKD105029,,,,,,,,,
S3.2DF-MC2AA30,SKD105027,,,,,,,,,
S3.2DF-MC3AA30,SKD105038,,,,,,,,,
S3.2DF-MW2AA30,SKD7B3250,SKD11032072,,,,,,,,
S3.2DF-MW4AA30,SKD9Z3513,SKD11035090,,,,,,,,
S3.2DF-MX1AA30,SKD6G2515,SKD11025067,,,,,,,,
S3.2DF-MX2AA30,SKD7B3235,SKD11032072,,,,,,,,
S3.2DF-MX2AA34,SKD7B3260,SKD11032072,,,,,,,,
S3.2DF-MX2AB30,SKD7B3235,SKD11032072,,,,,,,,
S3.2DF-MY1AA26,SKD7Z3024,SKD11030070,,,,,,,,
S3.2DF-MY1AA30,SKD7B3228,SKD11032072,,,,,,,,
S3.2DF-MY1AB30,SKD7Z3024,SKD11030070,,,,,,,,
S3.2DF-MY1AB30-SQUARE,SKD6G2528,SKD11025067,,,,,,,,
S3.2DF-MY1AB30-XDF-TEMP,SKD7Z3024,SKD11030070,,,,,,,,
S3.2DF-MY2AA30,SKD9Z3513,SKD11035090,,,,,,,,
S3.2DF-MY3AA30,SKD6G2515,SKD11025067,,,,,,,,
S3.2DF-MY4AA26,SKD7B3235,SKD11032072,,,,,,,,
S3.2DF-MY4AA30,SKD7B3235,SKD11032072,,,,,,,,
S3.2DF-MY4AA34,SKD7B3235,SKD11032072,,,,,,,,
S3.2DF-MY4AB30,SKD7B3235,SKD11032072,,,,,,,,
S3.2DF-MY5AA26,SKD7B3235,SKD11032072,,,,,,,,
